EventID,event_name,SampleID,area,catch_date,age,length,expertise,reader,IsApproved,strata
1,bogus small exchange,05_2009B_16882,B,01-05-2009,3,200,1,Reader.03,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,1,200,1,Reader.04,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,4,200,1,Reader.05,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,4,200,1,Reader.07,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,4,200,1,Reader.08,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,5,200,1,Reader.09,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,5,200,0,Reader.11,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,3,200,0,Reader.12,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,5,200,0,Reader.14,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,3,200,0,Reader.15,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,3,200,0,Reader.16,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,3,200,0,Reader.17,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,4,200,0,Reader.18,1,a
1,bogus small exchange,05_2009B_16882,B,01-05-2009,4,200,0,Reader.19,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,1,Reader.03,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,3,180,1,Reader.02,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,3,180,1,Reader.03,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,2,180,1,Reader.06,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,2,180,1,Reader.07,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,2,180,1,Reader.08,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,3,180,1,Reader.09,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,3,180,0,Reader.11,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,1,180,0,Reader.12,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,2,180,0,Reader.13,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,1,180,0,Reader.14,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,2,180,0,Reader.15,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,2,180,0,Reader.16,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,2,180,0,Reader.17,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,2,180,0,Reader.18,1,a
1,bogus small exchange,10_2009B_16887,B,01-10-2009,3,180,0,Reader.19,1,a
1,bogus small exchange,07_2015A_16919,A,01-07-2015,1,146,1,Reader.01,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,1,Reader.02,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,1,Reader.03,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,1,Reader.04,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,2,176,1,Reader.05,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,2,176,1,Reader.06,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,1,Reader.07,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,1,Reader.08,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,1,Reader.09,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,0,Reader.11,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,1,176,0,Reader.12,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,0,Reader.13,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,0,Reader.14,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,0,Reader.15,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,0,Reader.16,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,0,Reader.17,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,0,Reader.18,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,3,176,0,Reader.19,1,a
1,bogus small exchange,03_2012B_16866,B,01-03-2012,2,176,0,Reader.20,1,a
1,bogus small exchange,07_2015A_16920,A,01-07-2015,1,150,1,Reader.01,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,1,Reader.02,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,1,Reader.03,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,1,Reader.04,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,1,Reader.07,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,1,Reader.08,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,1,Reader.09,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,1,Reader.10,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,0,Reader.11,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,1,Reader.04,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,0,Reader.13,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,0,Reader.14,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,1,134,0,Reader.15,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,0,Reader.16,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,0,Reader.17,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,1,134,0,Reader.18,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,0,Reader.19,1,a
1,bogus small exchange,11_2012B_16864,B,01-11-2012,2,134,0,Reader.20,1,a
1,bogus small exchange,07_2015A_16921,A,01-07-2015,2,156,1,Reader.01,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,1,Reader.02,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,1,Reader.03,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,1,Reader.04,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,1,174,1,Reader.05,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,3,174,1,Reader.07,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,1,Reader.08,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,1,Reader.05,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,1,Reader.10,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,3,174,0,Reader.11,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,1,174,0,Reader.12,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,0,Reader.13,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,3,174,0,Reader.14,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,0,Reader.15,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,0,Reader.16,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,0,Reader.17,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,2,174,0,Reader.18,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,3,174,0,Reader.19,1,a
1,bogus small exchange,11_2012B_16865,B,01-11-2012,1,174,0,Reader.20,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,1,Reader.06,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,1,Reader.02,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,1,Reader.03,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,1,150,1,Reader.04,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,1,150,1,Reader.06,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,1,Reader.07,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,1,Reader.08,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,1,Reader.09,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,1,150,1,Reader.10,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,0,Reader.11,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,1,150,0,Reader.12,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,0,Reader.13,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,0,Reader.14,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,0,Reader.15,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,0,Reader.16,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,0,Reader.17,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,0,Reader.18,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,0,Reader.19,1,a
1,bogus small exchange,02_2014B_16871,B,01-02-2014,2,150,0,Reader.20,1,a
1,bogus small exchange,05_2015A_16922,A,01-05-2015,4,208,1,Reader.01,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,1,Reader.02,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,1,Reader.03,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,1,Reader.04,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,1,153,1,Reader.06,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,1,Reader.07,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,2,153,1,Reader.08,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,1,Reader.09,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,2,153,1,Reader.10,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,0,Reader.11,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,1,153,0,Reader.12,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,0,Reader.13,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,0,Reader.14,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,2,153,0,Reader.15,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,0,Reader.16,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,0,Reader.17,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,0,Reader.18,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,3,153,0,Reader.19,1,a
1,bogus small exchange,02_2014B_16872,B,01-02-2014,2,153,0,Reader.20,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,1,Reader.07,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,1,Reader.02,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,1,Reader.03,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,1,Reader.04,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,1,151,1,Reader.05,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,1,151,1,Reader.06,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,1,Reader.07,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,1,Reader.08,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,1,Reader.09,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,1,151,1,Reader.10,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,0,Reader.11,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,1,151,0,Reader.12,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,0,Reader.13,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,0,Reader.14,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,0,Reader.15,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,0,Reader.16,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,0,Reader.17,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,0,Reader.18,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,0,Reader.19,1,a
1,bogus small exchange,02_2014B_16870,B,01-02-2014,2,151,0,Reader.20,1,a
1,bogus small exchange,07_2015A_16923,A,01-07-2015,1,186,1,Reader.01,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,2,120,1,Reader.02,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,2,120,1,Reader.03,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,1,120,1,Reader.04,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,1,120,1,Reader.05,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,1,120,1,Reader.06,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,2,120,1,Reader.07,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,2,120,1,Reader.08,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,1,Reader.08,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,1,120,1,Reader.10,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,2,120,0,Reader.11,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,1,120,0,Reader.12,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,2,120,0,Reader.13,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,1,120,0,Reader.14,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,2,120,0,Reader.16,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,2,120,0,Reader.17,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,1,120,0,Reader.18,1,a
1,bogus small exchange,03_2014B_16894,B,01-03-2014,2,120,0,Reader.19,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,1,Reader.09,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,2,130,1,Reader.02,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,2,130,1,Reader.03,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,1,130,1,Reader.04,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,1,130,1,Reader.06,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,2,130,1,Reader.07,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,2,130,1,Reader.08,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,1,Reader.10,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,1,130,1,Reader.10,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,2,130,0,Reader.11,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,1,130,0,Reader.12,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,2,130,0,Reader.13,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,1,130,0,Reader.14,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,2,130,0,Reader.15,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,1,130,0,Reader.16,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,1,130,0,Reader.17,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,1,130,0,Reader.18,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,2,130,0,Reader.19,1,a
1,bogus small exchange,03_2014B_16893,B,01-03-2014,2,130,0,Reader.20,1,a
1,bogus small exchange,03_2015A_16924,A,01-03-2015,1,170,1,Reader.01,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,3,135,1,Reader.02,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,2,135,1,Reader.03,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,1,135,1,Reader.04,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,1,135,1,Reader.05,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,1,135,1,Reader.06,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,2,135,1,Reader.07,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,2,135,1,Reader.08,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,0,Reader.12,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,3,135,0,Reader.11,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,1,135,0,Reader.12,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,2,135,0,Reader.13,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,1,135,0,Reader.14,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,2,135,0,Reader.15,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,2,135,0,Reader.16,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,2,135,0,Reader.17,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,2,135,0,Reader.18,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,3,135,0,Reader.19,1,a
1,bogus small exchange,03_2014B_16892,B,01-03-2014,2,135,0,Reader.20,1,a
1,bogus small exchange,03_2015A_16925,A,01-03-2015,3,237,1,Reader.01,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,3,140,1,Reader.02,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,2,140,1,Reader.03,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,1,140,1,Reader.04,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,1,140,1,Reader.05,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,1,140,1,Reader.06,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,2,140,1,Reader.07,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,2,140,1,Reader.08,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,0,Reader.13,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,1,140,1,Reader.10,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,2,140,0,Reader.11,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,1,140,0,Reader.12,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,2,140,0,Reader.13,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,1,140,0,Reader.14,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,2,140,0,Reader.15,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,2,140,0,Reader.16,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,2,140,0,Reader.17,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,1,140,0,Reader.18,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,3,140,0,Reader.19,1,a
1,bogus small exchange,03_2014B_16891,B,01-03-2014,2,140,0,Reader.20,1,a
1,bogus small exchange,03_2015A_16926,A,01-03-2015,4,216,1,Reader.01,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,4,155,1,Reader.02,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,4,155,1,Reader.03,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,1,155,1,Reader.06,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,4,155,1,Reader.07,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,2,155,1,Reader.08,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,0,Reader.15,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,4,155,0,Reader.11,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,1,155,0,Reader.12,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,3,155,0,Reader.13,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,2,155,0,Reader.14,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,3,155,0,Reader.16,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,3,155,0,Reader.17,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,2,155,0,Reader.18,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,4,155,0,Reader.19,1,a
1,bogus small exchange,03_2014B_16890,B,01-03-2014,3,155,0,Reader.20,1,a
1,bogus small exchange,03_2015A_16927,A,01-03-2015,5,235,1,Reader.01,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,0,Reader.16,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,0,Reader.17,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,0,Reader.18,1,a
1,bogus small exchange,06_2014B_16873,B,01-06-2014,1,104,1,Reader.05,1,a
1,bogus small exchange,06_2014B_16873,B,01-06-2014,1,104,1,Reader.06,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,0,Reader.19,1,a
1,bogus small exchange,07_2015A_16916,A,01-07-2015,0,109,0,Reader.20,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.01,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.02,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.03,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.04,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.05,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.06,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.07,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.08,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.09,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,1,Reader.10,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,0,Reader.12,1,a
1,bogus small exchange,06_2014B_16873,B,01-06-2014,1,104,0,Reader.20,1,a
1,bogus small exchange,03_2015A_16928,A,01-03-2015,3,230,1,Reader.01,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,0,Reader.13,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,0,Reader.15,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,0,Reader.16,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,0,Reader.17,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,0,Reader.18,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,0,Reader.19,1,a
1,bogus small exchange,07_2015A_16917,A,01-07-2015,0,119,0,Reader.20,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.01,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.02,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.03,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.04,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.05,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.06,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.07,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.08,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.09,1,a
1,bogus small exchange,07_2015A_16918,A,01-07-2015,0,116,1,Reader.10,1,a
